Brand,Material,Finish ,ID ,Link,Descriptors
Moz,Metal,Classic Pewter Fog,24,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Pewter_Fog_main.jpg,"Medium grey, grey, neutral, elegant, brushed, fog"
Moz,Metal,Classic Pewter Coarse,25,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Pewter_Coarse_main.jpg,"Medium grey, grey, neutral, elegant, brushed, course"
Moz,Metal,Classic Pewter Bamboo,26,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Pewter_Bamboo_main.jpg,"Medium grey, grey, neutral, busy, bamboo"
Moz,Metal,Classic Pewter Clouds,27,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Pewter_Clouds_main.jpg,"Medium grey, grey, neutral, busy, coulds"
Moz,Metal,Classic Steel Lavender Silk,28,https://mozdesigns.com/wp-content/uploads/2022/03/Classic_SteelLavender_Silk_skumain.jpg,"Dark grey, silk, straight, steel, deep grey, elegant, neutral"
Moz,Metal,Classic Steel Lavender Fog,29,https://mozdesigns.com/wp-content/uploads/2022/03/Classic_SteelLavender_Fog_skumain.jpg,"Dark grey, fog, straight, steel, deep grey, elegant, neutral, brushed"
Moz,Metal,Classic Steel Lavender Clouds,30,https://mozdesigns.com/wp-content/uploads/2022/03/Classic_SteelLavender_Clouds_skumain.jpg,"Dark grey, clouds, straight, steel, deep grey, intense, busy, neutral"
Moz,Metal,Classic Titanium Fog,31,https://mozdesigns.com/wp-content/uploads/2018/05/Classic_Titanium_Fog_main.jpg,"pale yellow, brushed, fog"
Moz,Metal,Classic Titanium Coarse,32,https://mozdesigns.com/wp-content/uploads/2018/05/Classic_Titanium_Coarse_main.jpg,"pale yellow, brushed, course"
Moz,Metal,Classic Lt Khaki Fog,33,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_LtKhaki_Fog_main.jpg,"Khaki, neutral, elegant, yellow brown, light, sand, brushed, fog, earth tone"
Moz,Metal,Classic Lt Khaki Coarse,34,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_LtKhaki_Coarse_main.jpg,"Khaki, neutral, elegant, yellow brown, light, sand, brushed, course, earth tone"
Moz,Metal,Classic Lt Khaki Bamboo,35,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_LtKhaki_Bamboo_main.jpg,"Khaki, neutral, busy, yellow brown, light, sand, bamboo"
Moz,Metal,Classic Lt Khaki Clouds,36,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_LtKhaki_Clouds_main.jpg,"Khaki, neutral, elegant, yellow brown, light, sand, brushed, fog"
Moz,Metal,Classic Khaki Fog,37,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Khaki_Fog_main.jpg,"Khaki, neutral, elegant, ligh brown, soft, brushed, fog, earth tone"
Moz,Metal,Classic Khaki Coarse,38,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Khaki_Coarse_main.jpg,"Khaki, neutral, elegant, ligh brown, soft, brushed, course, earth tone"
Moz,Metal,Classic Khaki Bamboo,39,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Khaki_Bamboo_main.jpg,"Khaki, neutral, busy, ligh brown, bamboo, earth tone"
Moz,Metal,Classic Khaki Clouds,40,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Khaki_Clouds_main.jpg,"Khaki, neutral, busy, ligh brown, bamboo, earth tone"
Moz,Metal,Classic Rose Gold Silk,41,https://mozdesigns.com/wp-content/uploads/2022/03/Classic_RoseGold_Silk_skumain.jpg,"Rose gold, vibrant, pink, straight, silk, earth tone, "
Moz,Metal,Classic Rose Gold Fog,42,https://mozdesigns.com/wp-content/uploads/2022/03/Classic_RoseGold_Fog_skumain.jpg,"Rose gold, vibrant, pink, fog, brushed, elegant, earth tone"
Moz,Metal,Classic Rose Gold Clouds,43,https://mozdesigns.com/wp-content/uploads/2022/03/Classic_RoseGold_Clouds_skumain.jpg,"Rose gold, vibrant, pink, random, clouds, busy, intense, earth tone"
Moz,Metal,Classic Lt Champagne Fog,44,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_LtChampagne_Fog_main.jpg,"Champagne, pale yellow, yellow, gold, elegant, fog, brushed, earth tone, neutral "
Moz,Metal,Classic Lt Champagne Coarse,45,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_LtChampagne_Coarse_main.jpg,"Champagne, pale yellow, yellow, gold, elegant, course, brushed, earth tone, neutral "
Moz,Metal,Classic Lt Champagne Bamboo,46,https://mozdesigns.com/wp-content/uploads/2017/05/R_141105_N230_featured.jpg,"Champagne, pale yellow, yellow, gold, busy, bamboo, earth tone, neutral "
Moz,Metal,Classic Lt Champagne Clouds,47,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_LtChampagne_Clouds_main.jpg,"Champagne, pale yellow, yellow, gold, bold, clouds, intense, earth tone, neutral "
Moz,Metal,Classic Champagne Fog,48,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Champagne_Fog_main.jpg,"Champagne, yellow orange, redish gold, elegant, fog, brushed, earth tone, sand, neutral "
Moz,Metal,Classic Champagne Coarse,49,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Champagne_Coarse_main.jpg,"Champagne, yellow orange, redish gold, elegant, course, brushed, earth tone, sand, neutral "
Moz,Metal,Classic Champagne Bamboo,50,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Champagne_Bamboo_main.jpg,"Champagne, yellow orange, redish gold, busy, bamboo, earth tone, sand, neutral "
Moz,Metal,Classic Champagne Clouds,51,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Champagne_Clouds_main.jpg,"Champagne, pale yellow, yellow, gold, bold, busy, clouds, intense, earth tone, neutral "
Moz,Metal,Classic Penny Copper Fog,52,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_PennyCopper_Fog_main.jpg,"Copper, brown, brownish red, orange, earth tone, sand, brushed, fog, elegant, dune, neutral "
Moz,Metal,Classic Penny Copper Mist,53,https://mozdesigns.com/wp-content/uploads/2017/05/classic_pennycopper_mist_main.jpg,"Copper, brown, brownish red, orange, earth tone, sand, elegant, dune, neutral "
Moz,Metal,Classic Penny Copper Coarse,54,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_PennyCopper_Coarse_main.jpg,"Copper, brown, brownish red, orange, earth tone, sand, brushed, course, elegant, dune, neutral "
Moz,Metal,Classic Penny Copper Bamboo,55,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_PennyCopper_Bamboo_main.jpg,"Copper, brown, brownish red, orange, earth tone, sand, bamboo, busy, dune, neutral "
Moz,Metal,Classic Penny Copper Clouds,56,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_PennyCopper_Clouds_main.jpg,"Copper, brown, brownish red, orange, earth tone, sand, busy, clouds, dune, neutral "
Moz,Metal,True Copper Fog,57,https://mozdesigns.com/wp-content/uploads/2018/05/true-copper-fog_skumain.jpg,"Copper, red orange, earth tone, sand, busy, clouds, dune, neutral "
Moz,Metal,True Copper DuraFilm,58,https://mozdesigns.com/wp-content/uploads/2018/05/true-copper-duraFilm_skumain.jpg,"Copper, red orange, earth tone, sand, busy, clouds, dune, durafilm, neutral "
Moz,Metal,Light Chestnut Fog,59,https://mozdesigns.com/wp-content/uploads/2018/05/light-chestnut-fog_skumain.jpg,"Yellow brown, chestnut, earth tone, elegant, warm, gold, brushed, fog, neutral "
Moz,Metal,Light Chestnut Coarse,60,https://mozdesigns.com/wp-content/uploads/2018/05/light-chestnut-coarse_skumain.jpg,"Yellow brown, chestnut, earth tone, elegant, warm, gold, brushed, fog, neutral "
Moz,Metal,Classic Brazilian Cherry Fog,61,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_BrazilianCherry_Fog_main.jpg,"Intense, red brown, brown, red, red orange, brazilian cherry, brushed, fog, earth tone"
Moz,Metal,Classic Brazilian Cherry Coarse,62,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_BrazilianCherry_Coarse_main.jpg,"Intense, red brown, brown, red, red orange, brazilian cherry, brushed, course, earth tone"
Moz,Metal,Classic Brazilian Cherry Bamboo,63,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_BrazilianCherry_Bamboo_main.jpg,"Intense, red brown, brown, red, red orange, brazilian cherry, busy, bamboo, earth tone"
Moz,Metal,Classic Brazilian Cherry Clouds,64,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_BrazilianCherry_Clouds_main.jpg,"Intense, red brown, brown, red, red orange, brazilian cherry, busy, clouds, earth tone"
Moz,Metal,Medium Bronze Fog,65,https://mozdesigns.com/wp-content/uploads/2018/05/medium-bronze-fog_skumain.jpg,"Brown, bronze, neutral, earth tone, elegant, warm, brushed, fog"
Moz,Metal,Antique Gold Fog,66,https://mozdesigns.com/wp-content/uploads/2018/05/antique-gold-fog_skumain.jpg,"Gold, yellow, bright, neutral, earth tone, elegant, warm, brushed, fog"
Moz,Metal,Antique Gold Coarse,67,https://mozdesigns.com/wp-content/uploads/2018/05/antique-gold-coarse_skumain.jpg,"Gold, yellow, bright, neutral, earth tone, elegant, warm, brushed, course"
Moz,Metal,Classic Goldrush Fog,68,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Goldrush_Fog_main.jpg,"pale Gold, gold, yellow, course, intense, neutral, fog, elegant, sand, earth tone"
Moz,Metal,Classic Goldrush Mist,69,https://mozdesigns.com/wp-content/uploads/2018/05/gold-rush_mist_main.jpg,"pale Gold, gold, yellow, course, intense, neutral, mist"
Moz,Metal,Classic Goldrush Coarse,70,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Goldrush_Coarse_main.jpg,"pale Gold, gold, yellow, course, intense"
Moz,Metal,Classic Goldrush Bamboo,71,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Goldrush_Bamboo_main.jpg,"pale Gold, gold, yellow, bamboo, busy, intense"
Moz,Metal,Classic Goldrush Clouds,72,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Goldrush_Clouds_main.jpg,"pale Gold, gold, yellow, clouds, random, busy, intense"
Moz,Metal,True Brass Coarse,73,https://mozdesigns.com/wp-content/uploads/2018/05/true-brass-coarse_skumain.jpg,"Brass, bright, polished, couse, yellow, "
Moz,Metal,Antique Brass Fog,74,https://mozdesigns.com/wp-content/uploads/2018/05/antique-brass-fog_skumain.jpg,"Brown, borwn green, brass, patina, brushed, fog, neutral, "
Moz,Metal,Classic Royal Blue Fog,75,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_RoyalBlue_Fog_main.jpg,"Royal Blue, electric blue, blue, intense, vibrant, fog, brushed, playful"
Moz,Metal,Classic Royal Blue Coarse,76,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_RoyalBlue_Coarse_main.jpg,"Royal Blue, electric blue, blue, intense, vibrant, course, playful"
Moz,Metal,Classic Royal Blue Bamboo,77,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_RoyalBlue_Bamboo_main.jpg,"Royal Blue, electric blue, blue, intense, vibrant, bamboo, playful"
Moz,Metal,Classic Royal Blue Clouds,78,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_RoyalBlue_Clouds_main.jpg,"Royal Blue, electric blue, blue, intense, vibrant, random, clouds, busy, playful"
Moz,Metal,Classic Indigo Fog,79,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Indigo_Fog_main.jpg,"Bright Blue, intense, vibrant, loud, brushed, fog"
Moz,Metal,Classic Indigo Coarse,80,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Indigo_Coarse_main.jpg,"Bright Blue, intense, vibrant, loud, course"
Moz,Metal,Classic Indigo Bamboo,81,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Indigo_Bamboo_main.jpg,"Bright Blue, intense, vibrant, loud, bamboo, busy"
Moz,Metal,Classic Indigo Clouds,82,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Indigo_Clouds_main.jpg,"Bright Blue, intense, vibrant, loud, clouds, random, busy"
Moz,Metal,Classic Night Blue Silk,83,https://mozdesigns.com/wp-content/uploads/2022/03/Classic_NightBlue_Silk_skumain.jpg,"Blue, Intense Blue, Night Blue, busy, intense, vibrant, straight, silk, regal"
Moz,Metal,Classic Night Blue Fog,84,https://mozdesigns.com/wp-content/uploads/2022/03/Classic_NightBlue_Fog_skumain.jpg,"Blue, Intense Blue, Night Blue, busy, intense, vibrant, elegant, brushed, fog, regal, navy blue"
Moz,Metal,Classic Night Blue Clouds ,85,https://mozdesigns.com/wp-content/uploads/2022/03/Classic_NightBlue_clouds_skumain.jpg,"Blue, Intense Blue, Night Blue, busy, intense, vibrant, random, clouds, regal"
Moz,Metal,Classic Peacock Green Silk,86,https://mozdesigns.com/wp-content/uploads/2022/03/Classic_PeacockGreen_Silk_skumain.jpg,"Cyan, Blue green, Deep blue green, peacock green, blue, green, brushed, elegant, regal, straight, silk"
Moz,Metal,Classic Peacock Green Fog,87,https://mozdesigns.com/wp-content/uploads/2022/03/Classic_PeacockGreen_Fog._skumain.jpg,"Cyan, Blue green, Deep blue green, peacock green, blue, green, Fog, brushed, elegant, regal"
Moz,Metal,Classic Peacock Green Clouds,88,https://mozdesigns.com/wp-content/uploads/2022/03/Classic_PeacockGreen_Clouds_skumain.jpg,"Cyan, Blue green, Deep blue green, peacock green, blue, green, random, clouds, intense"
Moz,Metal,Classic Cabernet Fog,89,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Cabernet_Fog_main.jpg,"Red, Deep red, vibrant, fog, brushed, Random, intense"
Moz,Metal,Classic Cabernet Coarse,90,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Cabernet_Coarse_main.jpg,"Red, Deep red, vibrant, course, intense"
Moz,Metal,Classic Cabernet Bamboo,91,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Cabernet_Bamboo_main.jpg,"Red, Deep red, vibrant, Bamboo, Busy, intense"
Moz,Metal,Classic Cabernet Clouds,92,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Cabernet_Clouds_main.jpg,"Red, Deep red, vibrant, Clouds, Busy, Random, intense"
Moz,Metal,Classic Electric Red Fog,93,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_ERed_Fog_main.jpg,"Red, vibrant, Fog, Brushed, intense"
Moz,Metal,Classic Electric Red Coarse,94,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_ERed_Coarse_main.jpg,"Red, vibrant, Course, intense"
Moz,Metal,Classic Electric Red Bamboo,95,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_ERed_Bamboo_main.jpg,"Red, vibrant, Bamboo, intense"
Moz,Metal,Classic Electric Red Clouds,96,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_ERed_Clouds_main.jpg,"Red, vibrant, Clouds, Busy, Random, intense"
Moz,Metal,Classic Slate Green Fog,97,https://mozdesigns.com/wp-content/uploads/2017/05/MozMetals_Classic_Slate-Green_fog_main.jpg,"Green, Chartreuse, Fog, Brushed"
Moz,Metal,Classic Moss Coarse,98,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Moss_Coarse_main.jpg,"Green, Chartreuse, Course"
Moz,Metal,Classic Moss Bamboo,99,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Moss_Bamboo_main.jpg,"Green, Chartreuse, Bamboo"
Moz,Metal,Classic Moss Clouds,100,https://mozdesigns.com/wp-content/uploads/2017/05/Classic_Moss_Clouds_main.jpg,"Green, Chartreuse, Clouds, Busy, Random"
Turf,Felt,01 Cream,101,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2001%20Cream.jpg?raw=true,"warm, neutral, heathered, off white, pale yellow, bone, earth tone"
Turf,Felt,04 Light Grey,102,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2004%20Light%20Grey.jpg?raw=true,"grey, medium grey, heathered, warm, cool, neutral"
Turf,Felt,05 White,103,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2005%20White.jpg?raw=true,"white, bright white, cool, cool white, neutral"
Turf,Felt,06 Charcoal,104,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2006%20Charcoal.jpg?raw=true,"dark grey, heathered, grey, cold, neutral"
Turf,Felt,07 Black,105,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2007%20Black.jpg?raw=true,"black, dark, cool, cold, neutral"
Turf,Felt,09 Damascus,106,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2009%20Damascus.jpg?raw=true,"dark grey, heathered, grey, warm, neutral"
Turf,Felt,10 Topo Green,107,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2010%20Topo%20Green.jpg?raw=true,"heathered, Dark green, hunter green, cool green, deep green, forest green, green, blue green"
Turf,Felt,11 Celadon,108,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2011%20Celadon.jpg?raw=true,"Grey, grey green, warm, medium grey, heathered, neutral"
Turf,Felt,12 Grasshopper,109,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2012%20Grasshoper.jpg?raw=true,"Green, grass green, bright green, heathered, warm, yellow green"
Turf,Felt,15 Merlot,110,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2015%20Merlot.jpg?raw=true,"red, deep red, wine, sophisticated, heathered, warm, earth tone"
Turf,Felt,17 Blush,111,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2017%20Blush.jpg?raw=true,"pink, blush, warm, feminine, soft, elegant"
Turf,Felt,18 Ultisol,112,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2018%20Ultisol.jpg?raw=true,"red orange, heathered, warm, red, orange, earth tone"
Turf,Felt,23 Red,113,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2023%20Red.jpg?raw=true,"red, bright, intense, warm"
Turf,Felt,24 Royal Blue,114,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2024%20Royal%20Blue.jpg?raw=true,"blue, royal blue, warm blue, cool, heathered, elegant, deep blue, deep"
Turf,Felt,26 Faded Denim,115,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2026%20Faded%20Denim.jpg?raw=true,"blue, cool, denim, warm blue, heathered, faded, soft, light blue, aquamarine"
Turf,Felt,27 Jean Jacket,116,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2027%20Jean%20Jacket.jpg?raw=true,"blue, medium blue, heathered, jeans, cool"
Turf,Felt,28 Indigo,117,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2028%20Indigo.jpg?raw=true,"Dark blue, warm, blue, heathered, elegant"
Turf,Felt,30 Cyan,118,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2030%20Cyan.jpg?raw=true,"Bright, intense, cyan,  blue green, blue, playful, vibrant"
Turf,Felt,31 Azure,119,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2031%20Azure.jpg?raw=true,"warm, light blue, blue, heathered, medium blue"
Turf,Felt,33 Luminary,120,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2033%20Luminary.jpg?raw=true,"pale yellow, yellow, warm, soft, light, earth tone"
Turf,Felt,34 Tonal Taupe,121,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2034%20Tonal%20Taupe.jpg?raw=true,"brown, light brown, earth tone, warm, heathered, neutral"
Turf,Felt,35 Bark,122,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2035%20Bark.jpg?raw=true,"brown, deep brown, earth tone, warm, heathered, neutral"
Turf,Felt,40 Magenta,123,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2040%20Magenta.jpg?raw=true,"vibrant, purple, redish purple, warm, playful, intense, heathered"
Turf,Felt,41 Dried Lavendar,124,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2041%20Dried%20Lavender.jpg?raw=true,"faded purple, purple, cool, heathered, neutral"
Turf,Felt,50 Ivory,125,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2050%20Ivory.jpg?raw=true,"warm, white, neutral, warm white, sophisticated"
Turf,Felt,63 Safflower,126,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2063%20Safflower.jpg?raw=true,"yellow, warm, bright yellow, earth tone"
Turf,Felt,64 Plaintain,127,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2064%20Plantain.jpg?raw=true,"yellow, warm, pale yellow, earth tone"
Turf,Felt,66 Pewter,128,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2066%20Pewter.jpg?raw=true,"cool, grey, medium grey, cool grey, stone, pumice  "
Turf,Felt,82 Barley,129,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2082%20Barley.jpg?raw=true,"light brown, brown, neutral, earth tone, warm"
Turf,Felt,83 Holland Oats,130,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2083%20Holland%20Oats.jpg?raw=true,"light brown, brown, neutral, earth tone, warm, yellow brown"
Turf,Felt,98 Storm,131,https://github.com/dushea/publictesting/blob/main/Turf%20Hues%209mm%20-%2098%20Storm.jpg?raw=true,"dark grey, heathered, grey, cool, neutral"
